## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK002_centromeric_FLD.pdf HISTOGRAM_WIDTH=1000 INPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_4_bam_markduplicates/atacHAK002/atacHAK002_centromere.bam OUTPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK002_centromeric_insertdata.txt VERBOSITY=ERROR QUIET=true USE_JDK_DEFLATER=true USE_JDK_INFLATER=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Jul 27 14:20:46 EDT 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
271	45	205	23	2000	285.089899	254.2626	853884	FR	123	203	283	353	411	459	935	1691	2531	2995	3369			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
23	76
24	92
25	79
26	132
27	128
28	204
29	165
30	205
31	159
32	333
33	410
34	528
35	693
36	893
37	1023
38	1363
39	1603
40	2329
41	2504
42	3494
43	4044
44	3977
45	4155
46	3040
47	2885
48	2238
49	2586
50	2755
51	2929
52	3739
53	4115
54	4085
55	4071
56	3059
57	3119
58	2361
59	2508
60	2547
61	2851
62	2971
63	3329
64	3621
65	3471
66	3161
67	2383
68	2620
69	1987
70	2326
71	2680
72	3073
73	3271
74	3180
75	2656
76	3131
77	2419
78	2660
79	2409
80	2283
81	2393
82	2395
83	3271
84	2893
85	2902
86	2695
87	2500
88	2419
89	2639
90	2739
91	2422
92	2287
93	2327
94	2334
95	3213
96	2575
97	3063
98	2098
99	1918
100	2002
101	2128
102	2635
103	2644
104	2186
105	2156
106	2201
107	2022
108	2231
109	2183
110	1804
111	1750
112	1880
113	1871
114	2115
115	1778
116	1958
117	1752
118	1915
119	1986
120	1973
121	1657
122	1560
123	1522
124	1551
125	1550
126	2017
127	1887
128	1814
129	1718
130	1556
131	1728
132	1619
133	1576
134	1477
135	1873
136	1679
137	2095
138	1832
139	1722
140	1582
141	1372
142	1653
143	1404
144	1493
145	1656
146	1621
147	1822
148	1633
149	1572
150	1778
151	1766
152	2246
153	1794
154	2121
155	1396
156	1502
157	1490
158	1906
159	1963
160	1813
161	1470
162	1524
163	1611
164	2116
165	1871
166	2253
167	1888
168	1797
169	1702
170	1772
171	1912
172	1589
173	2002
174	1588
175	2441
176	2421
177	2506
178	2176
179	1642
180	1730
181	2176
182	2018
183	3865
184	1892
185	2325
186	1745
187	1734
188	1947
189	1983
190	1905
191	1707
192	1411
193	1587
194	1426
195	1065
196	1115
197	1047
198	1036
199	1015
200	1156
201	1042
202	1154
203	959
204	982
205	1102
206	1195
207	1218
208	1079
209	1012
210	917
211	966
212	1245
213	1059
214	1158
215	962
216	1059
217	1064
218	1003
219	1089
220	975
221	1052
222	999
223	974
224	998
225	982
226	1044
227	1002
228	1002
229	1010
230	885
231	1052
232	907
233	963
234	933
235	962
236	906
237	885
238	975
239	839
240	901
241	736
242	784
243	713
244	754
245	757
246	869
247	915
248	838
249	702
250	857
251	738
252	811
253	724
254	700
255	700
256	756
257	872
258	786
259	736
260	717
261	638
262	741
263	867
264	808
265	712
266	699
267	677
268	639
269	861
270	737
271	804
272	584
273	646
274	654
275	684
276	844
277	736
278	579
279	577
280	613
281	592
282	614
283	676
284	536
285	549
286	551
287	549
288	600
289	522
290	551
291	547
292	578
293	610
294	603
295	481
296	416
297	430
298	445
299	458
300	555
301	527
302	524
303	496
304	521
305	511
306	485
307	457
308	456
309	566
310	449
311	578
312	526
313	454
314	446
315	464
316	457
317	422
318	462
319	471
320	459
321	453
322	438
323	433
