## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK007_allreads_FLD.pdf HISTOGRAM_WIDTH=1000 INPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_4_bam_markduplicates/atacHAK007/atacHAK007_markdups_final.bam OUTPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK007_allreads_insertdata.txt VERBOSITY=ERROR QUIET=true USE_JDK_DEFLATER=true USE_JDK_INFLATER=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Jul 27 14:42:45 EDT 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
63	44	18	23	2000	85.588107	84.062126	54678331	FR	7	15	21	29	37	43	51	75	193	323	1963			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
23	762
24	2549
25	7566
26	27464
27	47970
28	66365
29	74750
30	76557
31	87803
32	127382
33	168160
34	202469
35	288134
36	390308
37	433261
38	486063
39	618717
40	810878
41	1066618
42	1335004
43	1572613
44	1607357
45	1448625
46	1164965
47	929279
48	793851
49	809563
50	901656
51	1053571
52	1201158
53	1306817
54	1315128
55	1209474
56	1010384
57	822241
58	687034
59	650798
60	682060
61	763079
62	842104
63	909913
64	924172
65	878035
66	763322
67	637228
68	531316
69	489301
70	485039
71	527655
72	572725
73	615486
74	626322
75	610667
76	550182
77	480338
78	402143
79	361247
80	344836
81	361695
82	386415
83	413951
84	426466
85	422001
86	388844
87	348784
88	297848
89	265315
90	248304
91	250184
92	260099
93	278473
94	287277
95	287478
96	270436
97	247684
98	216597
99	196141
100	177648
101	174564
102	177534
103	187431
104	193040
105	194565
106	187470
107	176181
108	158053
109	142844
110	128773
111	124727
112	122495
113	127652
114	130413
115	134017
116	129944
117	126038
118	114523
119	105610
120	94744
121	90433
122	87077
123	89299
124	92134
125	95039
126	92394
127	90547
128	85640
129	79620
130	71364
131	67969
132	64707
133	64423
134	65023
135	67228
136	68406
137	71669
138	73224
139	67953
140	58609
141	54183
142	50048
143	48667
144	48360
145	49636
146	50358
147	52107
148	53418
149	53746
150	53803
151	54346
152	50242
153	45563
154	42546
155	42740
156	43137
157	45652
158	47061
159	47984
160	45767
161	43892
162	41397
163	41128
164	42329
165	46704
166	51892
167	58329
168	58151
169	54690
170	47228
171	43169
172	41186
173	41242
174	44932
175	50934
176	56856
177	60585
178	58414
179	53152
180	46442
181	42516
182	39211
183	39283
184	40226
185	43511
186	46751
187	49375
188	48468
189	46948
190	43246
191	41173
192	39320
193	39129
194	39967
195	42243
196	43481
197	44324
198	43132
199	41859
200	39588
201	38449
202	37580
203	38432
204	38933
205	40032
206	40644
207	40630
208	39354
209	37653
210	35626
211	34839
212	33792
213	34380
214	35012
215	35502
216	35475
217	35217
218	34014
219	32955
220	30706
221	29781
222	28674
223	28824
224	28922
225	29403
226	28812
227	28768
228	27730
229	26966
230	25379
231	24761
232	23935
233	23748
234	23334
235	23440
236	22813
237	22988
238	22140
239	21606
240	20547
241	19924
242	19167
243	18856
244	18412
245	18340
246	18070
247	17743
248	17207
249	16803
250	16145
251	15786
252	15103
253	14693
254	14475
255	14181
256	14160
257	13975
258	13560
259	13140
260	12704
261	12390
262	11937
263	11495
264	11387
265	11299
266	10929
267	11096
268	10697
269	10636
270	10027
271	9977
272	9254
273	9481
274	8955
275	9052
276	8827
277	8783
