## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK023_noncentromeric_FLD.pdf HISTOGRAM_WIDTH=1000 INPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_4_bam_markduplicates/atacHAK023/atacHAK023_noncentromere.bam OUTPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK023_noncentromeric_insertdata.txt VERBOSITY=ERROR QUIET=true USE_JDK_DEFLATER=true USE_JDK_INFLATER=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Jul 27 15:04:26 EDT 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
104	44	57	23	2000	140.864959	117.083917	49681151	FR	35	63	83	101	115	127	157	213	325	571	2509			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
23	1010
24	1625
25	3905
26	13465
27	23811
28	32802
29	38896
30	39015
31	44898
32	65120
33	84031
34	100201
35	141200
36	186572
37	200318
38	226731
39	297571
40	400547
41	536920
42	683908
43	813113
44	816793
45	713022
46	559973
47	443626
48	390106
49	416346
50	484179
51	575080
52	659120
53	715666
54	708120
55	632833
56	519659
57	423188
58	363635
59	358631
60	384066
61	434655
62	477750
63	513990
64	515228
65	485769
66	419029
67	354369
68	306098
69	291774
70	296370
71	322235
72	346562
73	369411
74	374011
75	362048
76	325581
77	288353
78	248661
79	232856
80	227156
81	238774
82	253916
83	268461
84	273998
85	270511
86	249217
87	225643
88	198651
89	183076
90	175128
91	178270
92	185278
93	196374
94	199775
95	199207
96	188261
97	173644
98	157044
99	144752
100	134713
101	135626
102	137375
103	143983
104	147963
105	148110
106	143986
107	138208
108	125820
109	116267
110	106910
111	105990
112	104484
113	109315
114	113993
115	117206
116	115061
117	113870
118	108556
119	97724
120	89169
121	86853
122	83688
123	87613
124	93537
125	100978
126	98862
127	101236
128	102088
129	93788
130	85816
131	86603
132	80151
133	75372
134	75874
135	81315
136	90584
137	117952
138	141348
139	126421
140	100826
141	92048
142	81659
143	73321
144	70451
145	74156
146	79439
147	92946
148	108382
149	120771
150	135345
151	146383
152	134989
153	111905
154	96370
155	96506
156	100898
157	113019
158	126124
159	134110
160	130699
161	127077
162	122995
163	126280
164	138137
165	161527
166	191978
167	223393
168	225462
169	201637
170	167879
171	149619
172	145230
173	153739
174	175482
175	210794
176	246790
177	262119
178	248860
179	216635
180	181635
181	161458
182	153417
183	157491
184	169240
185	188377
186	204373
187	214801
188	208763
189	195983
190	177267
191	166223
192	161600
193	164977
194	172661
195	183681
196	190821
197	191402
198	186420
199	177335
200	166778
201	160448
202	159259
203	165172
204	172077
205	178753
206	180630
207	177488
208	169416
209	159744
210	151805
211	146742
212	146608
213	150512
214	152756
215	156251
216	156277
217	151887
218	144995
219	136697
220	128361
221	125099
222	122306
223	124461
224	123549
225	124166
226	122858
227	119450
228	114504
229	108625
230	103362
231	100517
232	97415
233	96118
234	95490
235	94788
236	92288
237	90261
238	85677
239	81828
240	77963
241	74706
242	72547
243	71434
244	70165
245	69075
246	67716
247	66506
248	62522
249	61055
250	56972
251	55002
252	53092
253	51900
254	50810
255	49576
256	49214
257	47608
258	46278
259	44990
260	42486
261	41219
262	39572
263	38542
264	37606
265	37093
266	36424
267	35730
268	34818
269	34084
270	32665
271	31792
272	30480
273	29654
274	28922
275	28628
276	28044
277	28167
278	27699
279	27469
280	26259
281	26238
282	24980
283	24176
284	23574
285	23601
286	23383
287	23462
288	23386
289	23602
290	22824
291	22560
292	21788
293	21355
294	20772
295	20807
296	20589
297	21000
298	20897
299	21261
300	21312
301	20878
302	20435
303	20221
304	19374
305	19222
306	19023
307	18982
308	19194
309	19436
310	19616
311	20007
312	19576
313	19614
314	18826
315	18605
316	18261
317	18400
318	18420
319	18828
320	18786
321	19448
322	19154
323	19339
324	18919
325	18508
326	17821
327	18038
328	17677
329	18174
330	18241
331	18652
332	18454
333	18778
334	18450
335	18179
336	17702
337	17698
338	17322
339	17709
340	17628
341	17945
342	18397
343	18424
344	18300
345	18312
346	17673
347	17623
348	17501
349	17514
