## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK023_allreads_FLD.pdf HISTOGRAM_WIDTH=1000 INPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_4_bam_markduplicates/atacHAK023/atacHAK023_markdups_final.bam OUTPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK023_allreads_insertdata.txt VERBOSITY=ERROR QUIET=true USE_JDK_DEFLATER=true USE_JDK_INFLATER=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Jul 27 15:27:08 EDT 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
104	44	57	23	2000	141.006652	117.393148	49814636	FR	35	63	83	101	115	127	157	213	325	575	2543			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
23	1017
24	1639
25	3920
26	13503
27	23850
28	32866
29	38945
30	39074
31	44949
32	65211
33	84172
34	100362
35	141415
36	186826
37	200586
38	227048
39	297995
40	401229
41	537758
42	684979
43	814389
44	818035
45	714269
46	560893
47	444425
48	390783
49	417150
50	485075
51	576079
52	660266
53	716944
54	709402
55	634016
56	520573
57	424102
58	364318
59	359295
60	384779
61	435489
62	478553
63	514960
64	516155
65	486686
66	419872
67	355026
68	306768
69	292248
70	296951
71	322950
72	347319
73	370217
74	374804
75	362698
76	326270
77	288859
78	249256
79	233340
80	227629
81	239285
82	254409
83	269157
84	274648
85	271160
86	249747
87	226168
88	199109
89	183571
90	175597
91	178712
92	185737
93	196825
94	200210
95	199781
96	188733
97	174253
98	157415
99	145109
100	135067
101	135982
102	137833
103	144383
104	148293
105	148443
106	144337
107	138557
108	126149
109	116583
110	107143
111	106269
112	104772
113	109558
114	114267
115	117463
116	115344
117	114114
118	108808
119	97971
120	89423
121	87074
122	83911
123	87817
124	93788
125	101210
126	99117
127	101488
128	102329
129	94011
130	86027
131	86844
132	80338
133	75550
134	76057
135	81572
136	90818
137	118258
138	141682
139	126722
140	101050
141	92277
142	81892
143	73520
144	70635
145	74371
146	79653
147	93193
148	108629
149	121064
150	135629
151	146716
152	135297
153	112141
154	96645
155	96723
156	101142
157	113290
158	126432
159	134431
160	131032
161	127358
162	123286
163	126542
164	138494
165	161900
166	192466
167	223919
168	225944
169	202093
170	168294
171	150035
172	145562
173	154110
174	175849
175	211356
176	247396
177	262837
178	249456
179	217140
180	182090
181	161903
182	153837
183	158194
184	169645
185	188966
186	204873
187	215301
188	209300
189	196500
190	177687
191	166616
192	161978
193	165349
194	173049
195	184046
196	191179
197	191758
198	186770
199	177670
200	167101
201	160761
202	159590
203	165449
204	172394
205	179097
206	181024
207	177839
208	169725
209	160035
210	152075
211	147030
212	146894
213	150816
214	153060
215	156577
216	156594
217	152190
218	145255
219	136961
220	128630
221	125369
222	122531
223	124722
224	123807
225	124435
226	123107
227	119690
228	114741
229	108865
230	103570
231	100737
232	97617
233	96328
234	95685
235	94952
236	92466
237	90443
238	85885
239	81992
240	78121
241	74855
242	72715
243	71569
244	70328
245	69224
246	67858
247	66684
