## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK023_centromeric_FLD.pdf HISTOGRAM_WIDTH=1000 INPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_4_bam_markduplicates/atacHAK023/atacHAK023_centromere.bam OUTPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK023_centromeric_insertdata.txt VERBOSITY=ERROR QUIET=true USE_JDK_DEFLATER=true USE_JDK_INFLATER=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Jul 27 15:04:19 EDT 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
171	54	104	23	2000	201.241098	202.405724	133485	FR	31	75	127	173	209	237	263	865	2193	2901	3543			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
23	7
24	14
25	15
26	38
27	39
28	64
29	49
30	59
31	51
32	91
33	141
34	161
35	215
36	254
37	268
38	317
39	424
40	682
41	838
42	1071
43	1276
44	1242
45	1247
46	920
47	799
48	677
49	804
50	896
51	999
52	1146
53	1278
54	1282
55	1183
56	914
57	914
58	683
59	664
60	713
61	834
62	803
63	970
64	927
65	917
66	843
67	657
68	670
69	474
70	581
71	715
72	757
73	806
74	793
75	650
76	689
77	506
78	595
79	484
80	473
81	511
82	493
83	696
84	650
85	649
86	530
87	525
88	458
89	495
90	469
91	442
92	459
93	451
94	435
95	574
96	472
97	609
98	371
99	357
100	354
101	356
102	458
103	400
104	330
105	333
106	351
107	349
108	329
109	316
110	233
111	279
112	288
113	243
114	274
115	257
116	283
117	244
118	252
119	247
120	254
121	221
122	223
123	204
124	251
125	232
126	255
127	252
128	241
129	223
130	211
131	241
132	187
133	178
134	183
135	257
136	234
137	306
138	334
139	301
140	224
141	229
142	233
143	199
144	184
145	215
146	214
147	247
148	247
149	293
150	284
151	333
152	308
153	236
154	275
155	217
156	244
157	271
158	308
159	321
160	333
161	281
162	291
163	262
164	357
165	373
166	488
167	526
168	482
169	456
170	415
171	416
172	332
173	371
174	367
175	562
176	606
177	718
178	596
179	505
180	455
181	445
182	420
183	703
184	405
185	589
186	500
187	500
188	537
189	517
190	420
191	393
192	378
193	372
194	388
195	365
196	358
197	356
198	350
199	335
200	323
201	313
202	331
203	277
204	317
205	344
206	394
207	351
208	309
209	291
210	270
211	288
212	286
213	304
214	304
215	326
216	317
217	303
218	260
219	264
220	269
221	270
222	225
223	261
224	258
225	269
226	249
227	240
228	237
229	240
230	208
231	220
232	202
233	210
234	195
235	164
236	178
237	182
238	208
239	164
240	158
241	149
242	168
243	135
244	163
245	149
246	142
247	178
248	151
249	141
250	138
251	111
252	129
253	109
254	105
255	136
256	118
257	124
258	93
259	100
260	101
261	116
262	101
263	86
264	104
265	95
266	90
267	96
268	91
269	93
270	67
271	125
272	73
273	76
274	78
275	90
276	81
277	81
278	68
279	67
280	75
281	68
282	60
283	64
284	49
285	55
286	47
287	56
288	50
289	65
290	50
291	33
292	43
293	42
294	39
295	69
296	55
297	49
298	50
299	51
300	28
301	39
