## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK002_noncentromeric_FLD.pdf HISTOGRAM_WIDTH=1000 INPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_4_bam_markduplicates/atacHAK002/atacHAK002_noncentromere.bam OUTPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK002_noncentromeric_insertdata.txt VERBOSITY=ERROR QUIET=true USE_JDK_DEFLATER=true USE_JDK_INFLATER=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Jul 27 14:21:28 EDT 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
128	43	77	23	2000	182.988057	167.528498	62151123	FR	53	91	117	139	155	171	189	321	661	989	2655			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
23	1382
24	2322
25	5274
26	15487
27	27471
28	36764
29	40534
30	40919
31	47719
32	68484
33	99499
34	136256
35	207984
36	289312
37	325641
38	356614
39	444063
40	564494
41	725167
42	890692
43	1030016
44	1026720
45	899133
46	701974
47	551435
48	470371
49	486677
50	552903
51	653284
52	748795
53	809029
54	792653
55	700286
56	565866
57	448309
58	370724
59	358803
60	385701
61	441270
62	491208
63	530544
64	532391
65	495647
66	421589
67	350533
68	295537
69	280728
70	283867
71	313966
72	344581
73	370033
74	376757
75	363705
76	325755
77	288398
78	247467
79	229651
80	223595
81	237004
82	253151
83	270285
84	277208
85	276220
86	256978
87	236397
88	206775
89	190506
90	182350
91	185427
92	193326
93	206755
94	211865
95	212541
96	203163
97	190201
98	171850
99	161240
100	150204
101	150355
102	153881
103	162737
104	165925
105	168536
106	163555
107	157807
108	147235
109	137699
110	128100
111	126717
112	125410
113	130893
114	133134
115	137421
116	136215
117	132235
118	128375
119	119251
120	112348
121	109040
122	107664
123	110061
124	112313
125	116762
126	116047
127	116550
128	115312
129	110084
130	104140
131	103945
132	100240
133	96991
134	96468
135	100249
136	102746
137	113238
138	123133
139	117619
140	105860
141	102570
142	96237
143	90698
144	88266
145	89677
146	92551
147	100449
148	109413
149	118360
150	136042
151	154789
152	150173
153	125170
154	104040
155	100652
156	102286
157	107103
158	113289
159	117185
160	115129
161	113700
162	111739
163	114188
164	121058
165	134484
166	151409
167	169002
168	171193
169	160026
170	141441
171	130793
172	125406
173	128643
174	140439
175	160297
176	181331
177	192395
178	184679
179	168733
180	148917
181	138159
182	133491
183	135439
184	142541
185	153392
186	163074
187	170045
188	166554
189	160162
190	150541
191	145462
192	143144
193	146185
194	150376
195	158540
196	162876
197	165360
198	162850
199	157101
200	151445
201	150702
202	151687
203	157211
204	163205
205	169762
206	171564
207	170156
208	163616
209	155760
210	150898
211	149249
212	151323
213	157946
214	162765
215	168351
216	168214
217	167078
218	159886
219	152642
220	144209
221	141750
222	142433
223	144956
224	148820
225	151272
226	150079
227	148606
228	142041
229	136491
230	130720
231	126772
232	125810
233	126157
234	126867
235	127280
236	126021
237	123799
238	118612
239	114562
240	109292
241	106313
242	103741
243	103340
244	102188
245	101893
246	100037
247	98378
248	94647
249	91313
250	87685
251	85451
252	82752
253	82263
254	80475
255	79563
256	78421
257	77054
258	74602
259	72778
260	70328
261	68646
262	66544
263	65650
264	64260
265	64072
266	62847
267	62281
268	60937
269	59698
270	57774
271	56584
272	54873
273	54330
274	53103
275	53784
276	51814
277	52381
278	50838
279	50634
280	49045
281	48829
282	47716
283	47004
284	45894
285	45606
286	44800
287	45131
288	44897
289	44440
290	44095
291	44047
292	42793
293	42176
294	41407
295	41069
296	40527
297	40382
298	40411
299	40831
300	40304
301	40291
302	39521
303	38986
304	38168
305	37694
306	37179
307	37908
308	37665
309	37726
310	37752
311	37618
312	37335
313	37362
314	36305
315	36336
316	35905
317	35571
318	35501
319	36150
320	36057
321	36740
322	36911
323	36610
324	36054
325	35270
326	34943
327	34805
328	34659
329	35046
330	35066
331	35845
332	35668
333	36145
334	35486
335	35186
336	34356
337	34671
338	34605
339	34696
340	34698
341	35459
342	35745
343	35517
344	36052
345	35859
346	35519
347	35129
348	35264
349	35224
350	35201
351	35988
352	36214
353	36251
354	36584
355	36949
356	36517
357	36802
358	36309
359	36431
360	36304
361	36331
362	36683
363	37208
364	37323
365	37647
366	38151
367	37873
368	37795
369	38052
370	37457
371	37608
372	38076
373	38194
374	38008
375	38363
376	38692
377	39252
378	39224
379	39143
380	39016
381	39214
382	38861
383	39107
384	39147
385	39438
386	39693
387	40451
388	39575
389	39981
390	40441
391	40253
392	40495
393	40138
394	39825
395	39861
396	39898
397	40203
398	40509
399	41213
400	40789
401	40804
402	40426
403	40626
404	40438
405	40262
406	40413
407	39943
408	40021
409	39851
410	39936
411	40024
412	39163
413	39141
414	38652
415	38434
416	38414
417	38637
418	38226
419	37948
420	37266
421	37147
422	37188
423	36735
424	36823
425	36510
426	35386
427	35554
428	35519
429	35034
430	34512
431	34611
432	33942
433	33794
434	33265
435	32562
436	32642
437	32381
438	31898
439	31970
440	31434
441	30870
442	30545
443	30276
444	29864
445	29468
446	28991
447	28684
448	28249
449	28328
450	27634
451	27319
452	27524
453	26994
454	26470
455	26403
456	26297
457	26002
458	25765
459	25434
460	24997
461	24964
462	24284
463	24383
464	24106
465	23975
466	23819
467	23341
468	23095
469	23010
470	22996
471	22541
472	22385
473	22407
474	21985
475	21960
476	21939
477	21734
478	21662
479	21198
480	21122
481	21197
482	20888
483	20792
484	20336
485	20586
486	20429
487	20593
488	20165
489	20187
490	19786
491	19990
492	19974
493	19593
494	19537
495	19414
496	19540
497	19616
498	19187
499	19150
500	19221
501	19297
502	18921
503	18933
504	19085
505	19034
506	18584
507	19153
508	18805
509	18757
510	19010
511	18840
512	18567
513	18948
514	18773
515	18805
516	18615
517	18925
518	18613
519	18919
520	18614
521	18754
522	18567
523	18618
524	18777
525	18664
526	18537
527	18588
528	18410
529	18896
530	18746
531	18824
532	18666
533	18726
534	18525
535	18592
536	18723
537	18621
538	18423
539	18756
540	18654
541	18663
542	18529
543	18467
544	18637
545	18682
546	18451
547	18442
548	18606
549	18578
550	18566
551	18377
552	18264
553	18688
554	18603
555	18546
556	18634
557	18675
558	18606
559	18837
560	18452
561	18728
562	18526
563	18693
564	18345
565	18537
566	18585
567	18803
568	18330
569	18674
570	18572
571	18439
572	18625
573	18664
574	18149
575	18378
576	18468
577	18452
578	18218
579	18004
580	18194
581	18217
582	18445
583	18118
584	18130
585	17941
586	17828
587	17920
588	17970
589	17593
590	17636
591	17855
592	17983
593	17861
594	17645
595	17702
596	17634
597	17444
598	17231
599	17281
600	17128
601	17226
602	17174
603	16902
604	17084
605	16779
606	16611
607	16642
608	16427
609	16369
610	16430
611	16340
612	16111
613	16183
614	15968
615	15721
616	15556
617	15600
618	15308
619	15329
620	14882
621	15068
622	15086
623	14732
624	14488
625	14627
626	14389
627	14196
628	13882
629	13888
630	13676
631	13712
632	13462
633	13377
634	13247
635	13080
636	12803
637	12959
638	12779
639	12552
640	12357
641	12520
642	12255
643	12196
644	11784
645	11665
646	11652
647	11588
648	11370
649	11458
650	11064
651	11140
652	10963
653	10843
654	10841
655	10571
656	10592
657	10539
658	10411
659	10289
660	10273
661	9978
662	10115
663	10004
664	10007
665	9852
666	9807
667	9683
668	9664
669	9625
670	9432
671	9415
672	9317
673	9163
674	9126
675	9054
676	9161
677	8955
678	8822
679	8628
680	8707
681	8751
682	8517
683	8472
684	8297
685	8409
686	8400
687	8263
688	8187
689	8129
690	8131
691	8160
692	8027
693	7998
694	7854
695	7874
696	7820
697	7749
698	7857
699	7863
700	7622
701	7739
702	7487
703	7584
704	7462
705	7292
706	7381
707	7182
708	7204
709	7066
710	6867
711	7103
712	6935
713	7049
714	7096
715	6783
716	6868
717	6713
718	6647
719	6704
720	6618
721	6584
722	6466
723	6472
724	6426
725	6501
726	6328
727	6335
728	6270
729	6147
730	6081
731	6067
732	6113
733	6016
734	5982
735	6056
736	5972
737	5993
738	5703
739	5970
740	5783
741	5731
742	5937
743	5628
744	5729
745	5795
746	5651
747	5701
748	5691
749	5570
750	5590
751	5672
752	5250
753	5534
754	5434
755	5426
756	5352
757	5290
758	5312
759	5267
760	5260
761	5142
762	5132
763	5147
764	5092
765	5067
766	4864
767	5031
768	4840
769	4902
770	4955
771	4780
772	4729
773	4798
774	4618
775	4777
776	4544
777	4757
778	4731
779	4662
780	4525
781	4664
782	4617
783	4586
784	4449
785	4622
786	4643
787	4498
788	4657
789	4617
790	4584
791	4454
792	4342
793	4347
794	4212
795	4267
796	4228
797	4269
798	3877
799	4162
800	3932
801	4050
802	3919
803	3669
804	3701
805	3708
806	3635
807	3617
808	3718
809	3742
810	3605
811	3665
812	3549
813	3499
814	3366
815	3389
816	3445
817	3333
818	3334
819	3307
820	3242
821	3304
822	3186
823	3354
824	3171
825	3195
826	3184
827	3124
828	3090
829	3072
830	3147
831	3041
832	2970
833	2952
834	2987
835	2897
836	2928
837	2885
838	2854
839	2919
840	2938
841	2789
842	2811
843	2739
844	2857
845	2803
846	2689
847	2651
848	2609
849	2717
850	2772
851	2784
852	2643
853	2725
854	2603
855	2544
856	2570
857	2528
858	2510
859	2619
860	2426
861	2600
862	2478
863	2536
864	2433
865	2532
866	2487
867	2388
868	2415
869	2426
870	2443
871	2445
872	2267
873	2352
874	2411
875	2399
876	2324
877	2371
878	2399
879	2340
880	2298
881	2316
882	2260
883	2377
884	2283
885	2371
886	2338
887	2333
888	2259
889	2363
890	2230
891	2401
892	2350
893	2414
894	2359
895	2353
896	2277
897	2298
898	2241
899	2248
900	2195
901	2240
902	2322
903	2204
904	2287
905	2285
906	2283
907	2258
908	2177
909	2243
910	2221
911	2230
912	2202
913	2104
914	2199
915	2236
916	2177
917	2163
918	2157
919	2201
920	2154
921	2308
922	2245
923	2217
924	2117
925	2221
926	2111
927	2057
928	2206
929	2140
930	2120
931	2205
932	2121
933	2126
934	2166
935	2174
936	2153
937	2115
938	2008
939	2126
940	2146
941	2062
942	1944
943	2085
944	2063
945	2129
946	1939
947	2014
948	2007
949	1997
950	2039
951	1976
952	1918
953	1936
954	1886
955	1924
956	1867
957	1997
958	1869
959	1876
960	1877
961	1844
962	1843
963	1830
964	1841
965	1908
966	1791
967	1898
968	1898
969	1819
970	1899
971	1865
972	1900
973	1852
974	1847
975	1906
976	1802
977	1866
978	1840
979	1845
980	1845
981	1797
982	1785
983	1833
984	1717
985	1889
986	1763
987	1776
988	1789
989	1782
990	1803
991	1827
992	1721
993	1732
994	1719
995	1777
996	1778
997	1824
998	1661
999	1767
1000	1682

