## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK025_noncentromeric_FLD.pdf HISTOGRAM_WIDTH=1000 INPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_4_bam_markduplicates/atacHAK025/atacHAK025_noncentromere.bam OUTPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK025_noncentromeric_insertdata.txt VERBOSITY=ERROR QUIET=true USE_JDK_DEFLATER=true USE_JDK_INFLATER=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Jul 27 15:19:48 EDT 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
127	44	76	23	2000	180.052305	166.909099	73955580	FR	53	91	117	139	153	167	183	297	647	995	2655			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
23	1548
24	2718
25	6380
26	17726
27	32433
28	43810
29	47470
30	47652
31	54335
32	78170
33	113169
34	159356
35	249625
36	364009
37	427049
38	472022
39	569764
40	697738
41	874035
42	1051445
43	1207093
44	1209105
45	1087398
46	883025
47	721759
48	626252
49	638938
50	697443
51	798694
52	893188
53	952729
54	937644
55	843477
56	699879
57	573167
58	483993
59	466560
60	485123
61	538687
62	587007
63	626499
64	628457
65	588176
66	508994
67	432052
68	368038
69	348211
70	346657
71	374828
72	404880
73	430986
74	435714
75	423721
76	382855
77	343457
78	297486
79	276976
80	267672
81	278563
82	294425
83	311442
84	317947
85	317285
86	295389
87	274072
88	242737
89	223524
90	213003
91	215413
92	221575
93	234513
94	239169
95	239868
96	230061
97	217229
98	197063
99	185433
100	171726
101	171135
102	173899
103	181439
104	184794
105	186994
106	183108
107	176778
108	165224
109	154702
110	144862
111	142265
112	139859
113	144942
114	147458
115	151587
116	149952
117	148923
118	144426
119	134675
120	124618
121	122085
122	119513
123	120823
124	122715
125	128246
126	128109
127	129479
128	131313
129	125156
130	121362
131	126821
132	120060
133	110950
134	105997
135	110071
136	113540
137	127835
138	141552
139	137243
140	128753
141	130332
142	121364
143	107846
144	100624
145	101146
146	105594
147	115910
148	129306
149	147303
150	184331
151	224396
152	221746
153	172799
154	132485
155	123380
156	124532
157	130310
158	137096
159	143047
160	142924
161	147191
162	146413
163	148429
164	155188
165	171049
166	189171
167	207600
168	209181
169	195545
170	175236
171	165571
172	161982
173	167546
174	180821
175	204158
176	227522
177	237959
178	227362
179	208574
180	187101
181	177939
182	173673
183	177453
184	185358
185	199008
186	210252
187	217173
188	213560
189	204103
190	194584
191	188747
192	186470
193	190434
194	196028
195	204242
196	208671
197	211398
198	207491
199	202905
200	196480
201	194803
202	195576
203	200975
204	206320
205	213336
206	214839
207	212507
208	205252
209	197133
210	190579
211	188031
212	189878
213	196315
214	199623
215	205363
216	204863
217	202807
218	194303
219	185739
220	177356
221	172978
222	171687
223	175468
224	177090
225	179781
226	180232
227	175711
228	168524
229	161693
230	154148
231	150092
232	146968
233	146993
234	147451
235	148508
236	146299
237	143763
238	136996
239	132020
240	125757
241	121732
242	118809
243	117472
244	116081
245	115274
246	113472
247	110983
248	107483
249	103880
250	98801
251	95518
252	92496
253	90732
254	89456
255	88455
256	86496
257	84830
258	82549
259	80568
260	77214
261	75017
262	72133
263	71021
264	69711
265	69338
266	67666
267	66740
268	65133
269	64118
270	61822
271	60507
272	58633
273	57821
274	57140
275	55682
276	55293
277	54703
278	53559
279	53611
280	51820
281	51128
282	49405
283	48866
284	48452
285	47614
286	46875
287	46688
288	46431
289	46597
290	45545
291	45492
292	44430
293	43624
294	42762
295	41680
296	41869
297	41900
298	42450
299	42679
300	42419
301	42088
302	41582
303	40619
304	39296
305	39115
306	38764
307	39102
308	39041
309	39804
310	39064
311	40317
312	39551
313	39443
314	38183
315	38288
316	37643
317	37625
318	37719
319	38509
320	38782
321	39838
322	38807
323	39234
324	38474
325	37886
326	37095
327	37648
328	37598
329	38170
330	38827
331	39277
332	39274
333	39494
334	39229
335	38891
336	38401
337	38148
338	38321
339	39025
340	38776
341	39837
342	40566
343	40699
344	40703
345	40745
346	40266
347	40614
348	39866
349	40592
350	40864
351	41176
352	41644
353	42374
354	42015
355	42611
356	42390
357	42757
358	42448
359	43262
360	42591
361	43001
362	42959
363	43366
364	43703
365	44175
366	44223
367	44513
368	44558
369	44815
370	44524
371	44777
372	44180
373	44593
374	45164
375	45289
376	45669
377	46188
378	46437
379	46098
380	45821
381	46353
382	46009
383	46048
384	46275
385	46327
386	46734
387	46638
388	46889
389	46919
390	46675
391	47078
392	46556
393	46742
394	46466
395	46550
396	46525
397	46880
398	46859
399	47081
400	46951
401	46715
402	46381
403	46206
404	45995
405	45915
406	45701
407	45786
408	45760
409	45564
410	45163
411	44750
412	44603
413	44025
414	43564
415	43767
416	43240
417	43203
418	42510
419	42500
420	41985
421	41729
422	41604
423	40669
424	40435
425	40447
426	39655
427	39311
428	39149
429	38816
430	38003
431	37610
432	37080
433	37153
434	36559
435	36140
436	35539
437	35268
438	34750
439	34738
440	33908
441	33728
442	32885
443	32743
444	32181
445	31647
446	31544
447	30953
448	30383
449	30547
450	29612
451	29332
452	28904
453	28729
454	28640
455	27923
456	27743
457	27372
458	27102
459	27016
460	26239
461	26207
462	25827
463	25520
464	25271
465	25387
466	24866
467	24822
468	24253
469	24183
470	23885
471	24189
472	23494
473	23838
474	23464
475	23300
476	22822
477	22896
478	22543
479	22851
480	22421
481	22142
482	22038
483	21925
484	21730
485	21812
486	21571
487	21461
488	21322
489	21112
490	21447
491	20995
492	20751
493	20615
494	20526
495	20820
496	20609
497	20761
498	20456
499	20766
500	20591
501	20309
502	20414
503	20496
504	20059
505	20267
506	20066
507	20177
508	20232
