## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK001_noncentromeric_FLD.pdf HISTOGRAM_WIDTH=1000 INPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_4_bam_markduplicates/atacHAK001/atacHAK001_noncentromere.bam OUTPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK001_noncentromeric_insertdata.txt VERBOSITY=ERROR QUIET=true USE_JDK_DEFLATER=true USE_JDK_INFLATER=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Jul 27 14:20:55 EDT 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
67	43	23	23	2000	99.847047	94.903699	60626336	FR	11	21	29	39	47	55	75	181	265	353	2321			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
23	1151
24	3414
25	9250
26	34952
27	58771
28	82519
29	98251
30	99886
31	117732
32	177741
33	230962
34	271796
35	379892
36	476497
37	484175
38	525733
39	679102
40	897577
41	1184431
42	1477893
43	1706177
44	1658208
45	1395505
46	1057945
47	815194
48	708256
49	758972
50	881288
51	1044406
52	1190428
53	1274324
54	1236146
55	1081481
56	872305
57	701592
58	605697
59	599477
60	647122
61	724186
62	792154
63	836657
64	830801
65	766756
66	655270
67	553741
68	482411
69	462363
70	469241
71	506083
72	537577
73	563697
74	562999
75	538169
76	479051
77	422394
78	366396
79	341953
80	332856
81	347423
82	363207
83	379979
84	380513
85	370351
86	337312
87	305892
88	267582
89	246026
90	235094
91	239563
92	244758
93	253518
94	254571
95	249393
96	233262
97	214409
98	192304
99	178103
100	166252
101	165024
102	165759
103	171104
104	172339
105	170484
106	163936
107	157331
108	141583
109	130694
110	120659
111	117828
112	115822
113	120441
114	124976
115	128442
116	123430
117	121979
118	114982
119	102462
120	91914
121	89157
122	86232
123	89538
124	98689
125	108614
126	103261
127	106536
128	107496
129	95072
130	84616
131	83239
132	75986
133	71761
134	73882
135	81360
136	95866
137	135510
138	166722
139	140757
140	101067
141	85702
142	74208
143	67140
144	64887
145	69313
146	76315
147	93686
148	111896
149	124226
150	137743
151	146371
152	130916
153	104810
154	89131
155	90314
156	95128
157	108441
158	124023
159	131155
160	125579
161	119893
162	114337
163	117657
164	128671
165	151724
166	183674
167	211229
168	210925
169	184073
170	150373
171	132553
172	126908
173	133497
174	153477
175	183129
176	210154
177	221624
178	204809
179	176142
180	144558
181	126608
182	118927
183	121601
184	129648
185	143699
186	152002
187	157821
188	149831
189	139068
190	124149
191	116102
192	111213
193	113570
194	117608
195	122998
196	124996
197	124251
198	118651
199	111340
200	104183
201	100210
202	98788
203	101311
204	104198
205	106248
206	104994
207	102366
208	95797
209	89820
210	84976
211	82325
212	81858
213	83508
214	83411
215	83747
216	82535
217	79335
218	74579
219	69632
220	65325
221	63425
222	62440
223	62485
224	61368
225	60732
226	58959
227	56833
228	53269
229	50868
230	48103
231	46335
232	45454
233	43851
234	43245
235	42377
236	40886
237	39688
238	37055
239	35578
240	33101
241	32094
242	30582
243	30078
244	29300
245	28369
246	27578
247	26741
248	25247
249	24278
250	22736
251	22201
252	21219
253	20711
254	20153
255	19656
256	18825
257	18502
258	17527
259	17028
260	16286
261	15709
262	14961
263	14413
264	14094
265	13913
266	13485
267	13518
268	12712
269	12676
270	12021
271	11782
272	11110
273	11090
274	10623
275	10701
276	10379
277	10380
278	10067
279	10180
280	9668
281	9606
282	9151
283	8962
284	8534
285	8705
286	8500
287	8454
288	8496
289	8656
290	8111
291	8186
292	7796
293	7578
294	7677
295	7507
296	7302
297	7725
298	7342
299	7664
300	7544
301	7517
302	7376
303	7106
304	7012
305	6973
306	6639
307	7000
308	6726
309	7121
310	6928
311	7206
312	6882
313	6673
314	6680
315	6621
316	6324
317	6723
318	6217
319	6530
320	6382
321	6738
322	6520
323	6531
324	6310
325	6220
326	6150
327	6154
328	5738
329	6095
330	5927
331	6339
332	6071
333	6261
334	6032
335	5961
336	5885
337	5928
338	5692
339	5813
340	5758
341	5819
342	5811
343	5833
344	5775
345	5920
346	5787
347	5564
348	5471
349	5590
350	5371
351	5635
352	5462
353	5649
354	5538
355	5483
356	5389
357	5475
358	5247
359	5471
360	5198
361	5337
362	5169
363	5162
364	5255
365	5286
366	5043
367	5120
368	4878
369	4899
370	4835
371	4889
372	4739
373	4892
374	4810
375	4862
376	4671
377	4738
378	4624
379	4679
380	4379
381	4535
382	4348
383	4493
384	4273
385	4203
386	4217
387	4346
388	4273
389	4281
390	3966
391	4006
392	3825
393	3970
394	3828
395	3846
396	3705
397	3786
398	3677
399	3750
400	3514
401	3621
402	3492
403	3545
404	3459
405	3509
406	3364
407	3243
408	3327
409	3332
410	3122
411	3151
412	3034
413	3168
414	2992
415	3050
416	3060
417	3027
418	2943
419	2940
420	2697
421	2833
422	2775
423	2790
424	2767
425	2845
426	2769
427	2855
428	2698
429	2797
430	2555
431	2624
432	2601
433	2673
434	2646
435	2713
436	2619
437	2670
438	2571
439	2595
440	2351
441	2441
442	2309
443	2317
444	2274
445	2223
446	2279
