## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK001_allreads_FLD.pdf HISTOGRAM_WIDTH=1000 INPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_4_bam_markduplicates/atacHAK001/atacHAK001_markdups_final.bam OUTPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK001_allreads_insertdata.txt VERBOSITY=ERROR QUIET=true USE_JDK_DEFLATER=true USE_JDK_INFLATER=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Jul 27 14:45:49 EDT 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
67	43	23	23	2000	99.988555	95.312292	60789140	FR	11	21	29	39	47	55	75	181	265	355	2361			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
23	1159
24	3425
25	9265
26	35002
27	58844
28	82643
29	98391
30	100036
31	117877
32	178039
33	231320
34	272146
35	380449
36	477166
37	484855
38	526588
39	680140
40	899136
41	1186226
42	1480292
43	1708809
44	1660866
45	1397932
46	1059720
47	816765
48	709604
49	760411
50	882913
51	1046287
52	1192698
53	1276653
54	1238439
55	1083653
56	873947
57	703268
58	606941
59	600786
60	648490
61	725572
62	793709
63	838435
64	832562
65	768395
66	656733
67	554850
68	483423
69	463288
70	470242
71	507269
72	538864
73	565022
74	564333
75	539258
76	480216
77	423319
78	367402
79	342780
80	333656
81	348287
82	364077
83	381089
84	381509
85	371349
86	338155
87	306643
88	268248
89	246826
90	235891
91	240269
92	245430
93	254223
94	255246
95	250250
96	233943
97	215267
98	192822
99	178613
100	166729
101	165496
102	166406
103	171706
104	172882
105	170969
106	164380
107	157730
108	142019
109	131102
110	120976
111	118160
112	116179
113	120807
114	125366
115	128781
116	123789
117	122285
118	115304
119	102781
120	92238
121	89402
122	86463
123	89756
124	98979
125	108905
126	103580
127	106835
128	107838
129	95358
130	84831
131	83506
132	76202
133	71945
134	74114
135	81641
136	96120
137	135903
138	167160
139	141111
140	101327
141	85937
142	74438
143	67308
144	65065
145	69530
146	76529
147	93959
148	112201
149	124551
150	138027
151	146671
152	131252
153	105070
154	89379
155	90513
156	95338
157	108699
158	124322
159	131474
160	125842
161	120142
162	114594
163	117921
164	129004
165	152062
166	184170
167	211730
168	211335
169	184480
170	150737
171	132891
172	127197
173	133831
174	153792
175	183598
176	210653
177	222172
178	205298
179	176542
180	144930
181	126956
182	119257
183	122088
184	129973
185	144135
186	152340
187	158159
188	150195
189	139408
190	124453
191	116394
192	111453
193	113825
194	117876
195	123253
196	125232
197	124460
198	118867
199	111553
200	104405
201	100416
202	98995
203	101510
204	104419
205	106447
206	105224
207	102561
208	95983
209	89979
210	85147
211	82522
212	82047
213	83678
214	83593
215	83913
216	82702
217	79515
218	74758
219	69817
220	65467
221	63591
222	62568
223	62625
224	61513
225	60869
226	59086
227	56977
228	53394
229	50994
230	48229
231	46448
232	45555
233	43963
234	43348
235	42490
236	40968
237	39785
238	37133
239	35664
240	33200
241	32177
242	30656
243	30147
244	29362
245	28425
246	27649
247	26821
248	25315
249	24338
250	22804
251	22241
252	21276
253	20756
254	20196
255	19715
256	18878
257	18565
258	17599
259	17085
260	16335
261	15755
262	15002
263	14472
264	14135
265	13950
266	13531
267	13564
268	12753
269	12719
270	12053
271	11822
272	11153
273	11126
274	10652
275	10738
276	10412
277	10416
278	10093
279	10210
280	9704
281	9633
282	9182
283	8993
284	8558
285	8728
286	8527
287	8475
288	8521
289	8684
290	8133
291	8212
292	7815
293	7602
294	7694
295	7531
296	7327
297	7738
298	7364
299	7682
300	7566
301	7539
302	7394
303	7131
304	7039
305	6995
306	6665
307	7020
308	6747
309	7149
310	6950
311	7224
312	6908
313	6687
314	6703
315	6646
316	6348
317	6746
318	6232
319	6548
320	6410
321	6757
322	6546
323	6551
324	6322
325	6237
326	6170
327	6171
328	5749
329	6110
330	5941
331	6356
332	6086
333	6275
334	6046
335	5986
336	5906
337	5953
338	5705
339	5825
340	5778
341	5838
342	5822
343	5855
344	5790
345	5931
346	5809
347	5582
348	5485
349	5611
350	5386
351	5657
352	5476
353	5677
354	5550
355	5502
356	5406
357	5500
358	5266
359	5490
360	5215
361	5348
362	5187
363	5180
364	5279
365	5302
366	5061
367	5136
368	4902
369	4920
370	4850
371	4909
372	4755
373	4906
374	4830
375	4882
376	4691
377	4754
378	4645
379	4696
380	4408
381	4556
382	4372
383	4512
384	4301
385	4240
386	4255
387	4375
388	4322
389	4344
390	4032
391	4064
392	3898
393	4041
394	3888
395	3897
396	3764
397	3830
398	3741
399	3822
400	3562
401	3683
402	3552
403	3602
404	3514
405	3565
406	3415
407	3288
408	3371
409	3379
410	3176
411	3188
412	3077
413	3218
414	3040
415	3086
416	3101
417	3070
418	2986
419	2982
420	2724
421	2877
422	2822
423	2826
424	2811
425	2876
426	2797
427	2888
428	2730
429	2827
430	2583
431	2663
432	2636
433	2713
434	2677
435	2747
436	2642
437	2693
438	2604
439	2636
440	2371
441	2468
442	2340
443	2345
444	2308
445	2258
446	2295
447	2240
448	2204
449	2334
450	2128
451	2282
452	2116
453	2136
454	1908
455	2069
456	2008
457	2062
458	2026
459	2052
460	1975
461	1986
462	1897
463	1984
464	1889
465	1956
466	1856
467	1885
468	1860
469	1926
470	1837
471	1832
472	1776
473	1764
474	1741
475	1786
476	1778
477	1869
478	1701
479	1759
480	1676
481	1729
482	1671
483	1605
484	1678
485	1568
486	1531
487	1646
488	1614
489	1714
490	1558
491	1636
492	1556
493	1589
494	1566
495	1511
496	1458
497	1614
498	1519
499	1636
500	1595
501	1578
502	1450
503	1580
504	1502
505	1524
506	1502
507	1489
508	1524
509	1688
510	1530
511	1605
512	1619
513	1735
514	1584
515	1606
516	1625
517	1610
518	1510
519	1603
520	1528
521	1668
522	1654
523	1631
524	1611
525	1703
526	1605
527	1736
528	1629
529	1771
530	1655
531	1664
532	1654
533	1606
534	1631
535	1674
536	1635
537	1672
538	1594
539	1645
540	1543
541	1664
542	1527
543	1533
544	1528
545	1499
546	1508
547	1598
548	1509
549	1637
550	1478
551	1493
552	1478
553	1562
554	1494
555	1447
556	1451
557	1458
558	1524
559	1449
560	1506
561	1472
562	1426
563	1464
564	1436
565	1457
566	1420
567	1470
568	1461
569	1540
570	1479
571	1436
572	1399
573	1476
574	1312
575	1484
576	1420
577	1429
578	1438
579	1385
580	1298
581	1368
582	1336
583	1395
584	1328
585	1327
586	1268
587	1335
588	1266
589	1348
590	1241
591	1291
592	1292
593	1247
594	1308
595	1339
596	1229
597	1238
598	1261
599	1331
600	1190
601	1363
602	1305
603	1373
604	1345
605	1316
606	1278
607	1321
608	1213
609	1349
610	1257
611	1380
612	1246
613	1206
614	1215
615	1302
616	1249
617	1248
618	1175
619	1227
620	1236
621	1211
622	1195
623	1259
624	1131
625	1215
626	1137
627	1122
628	1166
629	1121
630	1178
631	1146
632	1185
633	1169
634	1132
635	1132
636	1101
637	1161
638	1213
639	1170
640	1014
641	1118
642	1077
643	1087
644	1058
645	1065
646	1056
647	1100
648	1083
649	1060
650	989
651	1076
652	983
653	1103
654	1008
655	1089
656	1045
657	1104
658	1112
659	1088
660	1045
661	1034
662	1097
663	1109
664	1095
665	1160
666	1078
667	1148
668	1017
669	1168
670	1011
671	1048
672	1049
673	1044
674	1060
675	1060
676	1012
677	1050
678	987
679	1045
680	1023
681	1034
682	954
683	1008
684	978
685	1038
686	982
687	1043
688	999
689	1028
690	1071
691	1123
692	989
693	1066
694	1002
695	1033
696	1070
697	1084
698	1040
699	1014
700	1089
701	1062
702	1062
703	1113
704	1042
705	1003
706	1103
707	1064
708	1065
709	1054
710	1063
711	1086
712	926
713	1084
714	1003
715	1048
716	969
717	1043
718	986
719	1012
720	960
721	1086
722	952
723	1062
724	975
725	947
726	904
727	987
728	942
729	981
730	950
731	996
732	967
733	984
734	987
735	1026
736	1017
737	1033
738	972
739	1034
740	1029
741	1099
742	963
743	1012
744	1046
745	1067
746	1042
747	1109
748	1115
749	1115
750	1064
751	1122
752	1089
753	1067
754	1114
755	1155
756	1059
757	1098
758	1078
759	1041
760	1072
761	1123
762	1114
763	1136
764	1152
765	1199
766	1178
767	1225
768	1168
769	1182
770	1289
771	1334
772	1381
773	1413
774	1434
775	1518
776	1618
777	1651
778	1727
779	1785
780	1805
781	1858
782	1859
783	1891
784	1856
785	1954
786	2068
787	2124
788	2186
789	2159
790	2072
791	1953
792	1924
793	1794
794	1796
795	1809
796	1816
797	1971
798	2048
799	1883
800	1831
801	1894
802	1865
803	1749
804	1740
805	1741
806	1842
807	1760
808	1799
809	1918
810	1814
811	1807
812	1695
813	1663
814	1585
815	1621
816	1605
817	1674
818	1663
819	1664
820	1571
821	1691
822	1536
823	1553
824	1540
825	1536
826	1575
827	1555
828	1596
829	1604
830	1519
831	1518
832	1510
833	1523
834	1415
835	1516
836	1408
837	1421
838	1406
839	1438
840	1369
841	1486
842	1385
843	1352
844	1421
845	1423
846	1277
847	1320
848	1321
849	1298
850	1299
851	1311
852	1295
853	1342
854	1266
855	1322
856	1331
857	1331
858	1327
859	1320
860	1307
861	1386
862	1360
863	1321
864	1352
865	1311
866	1308
867	1312
868	1244
869	1302
870	1299
871	1359
872	1300
873	1340
874	1373
875	1291
876	1227
877	1265
878	1272
879	1308
880	1290
881	1398
882	1290
883	1278
884	1355
885	1319
886	1310
887	1352
888	1252
889	1359
890	1314
891	1385
892	1360
893	1431
894	1432
895	1485
896	1500
897	1396
898	1348
899	1359
900	1339
901	1412
902	1406
903	1471
904	1498
905	1494
906	1401
907	1456
908	1413
909	1442
910	1461
911	1502
912	1623
913	1678
914	1602
915	1483
916	1497
917	1454
918	1527
919	1581
920	1545
921	1638
922	1536
923	1532
924	1571
925	1477
926	1503
927	1355
928	1337
929	1408
930	1390
931	1505
932	1445
933	1427
934	1394
935	1357
936	1406
937	1354
938	1270
939	1293
940	1354
941	1376
942	1330
943	1306
944	1382
945	1299
946	1240
947	1318
948	1264
949	1274
950	1248
951	1198
952	1138
953	1277
954	1204
955	1224
956	1161
957	1162
958	1223
959	1228
960	1169
961	1186
962	1150
963	1083
964	1122
965	1112
966	1096
967	1102
968	1064
969	1108
970	1175
971	1150
972	1089
973	1156
974	1110
975	1084
976	1097
977	1108
978	1126
979	1046
980	1108
981	1042
982	1094
983	1107
984	1027
985	993
986	1062
987	1106
988	1070
989	1104
990	1071
991	1056
992	1050
993	1061
994	1036
995	986
996	980
997	1026
998	948
999	1001
1000	1039

