## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK024_centromeric_FLD.pdf HISTOGRAM_WIDTH=1000 INPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_4_bam_markduplicates/atacHAK024/atacHAK024_centromere.bam OUTPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK024_centromeric_insertdata.txt VERBOSITY=ERROR QUIET=true USE_JDK_DEFLATER=true USE_JDK_INFLATER=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Jul 27 15:10:38 EDT 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
268	183	201	23	2000	284.734968	255.228488	578880	FR	125	201	281	347	403	453	969	1713	2543	3011	3381			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
23	57
24	77
25	84
26	87
27	90
28	134
29	114
30	143
31	141
32	220
33	270
34	325
35	431
36	514
37	560
38	771
39	953
40	1382
41	1506
42	2108
43	2495
44	2515
45	2722
46	1901
47	1778
48	1412
49	1593
50	1724
51	1930
52	2327
53	2574
54	2661
55	2691
56	1978
57	2086
58	1514
59	1701
60	1712
61	1889
62	1946
63	2219
64	2486
65	2358
66	2207
67	1676
68	1718
69	1305
70	1577
71	1847
72	2115
73	2327
74	2226
75	1867
76	2143
77	1639
78	1964
79	1586
80	1523
81	1754
82	1631
83	2306
84	2020
85	2057
86	1744
87	1658
88	1748
89	1843
90	1925
91	1647
92	1531
93	1608
94	1595
95	2367
96	1789
97	2236
98	1489
99	1318
100	1517
101	1541
102	1764
103	1878
104	1539
105	1393
106	1590
107	1430
108	1614
109	1581
110	1238
111	1192
112	1405
113	1372
114	1503
115	1293
116	1410
117	1162
118	1418
119	1460
120	1427
121	1149
122	1088
123	1017
124	1135
125	1126
126	1396
127	1332
128	1251
129	1210
130	1075
131	1212
132	1071
133	1075
134	1142
135	1330
136	1146
137	1379
138	1352
139	1200
140	1172
141	977
142	1164
143	970
144	1060
145	1128
146	1087
147	1252
148	1139
149	1141
150	1265
151	1284
152	1557
153	1299
154	1409
155	946
156	1041
157	1072
158	1387
159	1316
160	1310
161	1011
162	1101
163	1113
164	1528
165	1274
166	1627
167	1375
168	1239
169	1287
170	1223
171	1403
172	1131
173	1375
174	1133
175	1569
176	1640
177	1759
178	1575
179	1124
180	1159
181	1631
182	1401
183	2823
184	1316
185	1621
186	1239
187	1182
188	1358
189	1405
190	1259
191	1110
192	945
193	1091
194	922
195	819
196	716
197	722
198	721
199	682
200	812
201	714
202	793
203	646
204	661
205	695
206	837
207	754
208	801
209	690
210	645
211	658
212	842
213	700
214	749
215	652
216	763
217	693
218	668
219	709
220	627
221	700
222	645
223	651
224	724
225	657
226	665
227	628
228	698
229	693
230	548
231	662
232	570
233	628
234	572
235	596
236	575
237	576
238	639
239	560
240	582
241	487
242	520
243	445
244	489
245	534
246	542
247	645
248	552
249	494
250	556
251	456
252	517
253	444
254	438
255	460
256	484
257	547
258	488
259	480
260	442
261	415
262	485
263	524
264	486
265	458
266	401
