## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK024_allreads_FLD.pdf HISTOGRAM_WIDTH=1000 INPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_4_bam_markduplicates/atacHAK024/atacHAK024_markdups_final.bam OUTPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK024_allreads_insertdata.txt VERBOSITY=ERROR QUIET=true USE_JDK_DEFLATER=true USE_JDK_INFLATER=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Jul 27 15:27:52 EDT 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
160	43	95	23	2000	192.259144	167.793123	35532875	FR	41	81	121	159	191	215	233	297	625	963	2749			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
23	877
24	1335
25	2868
26	8038
27	14567
28	19611
29	21694
30	21710
31	25116
32	34668
33	48099
34	64560
35	98871
36	139962
37	161085
38	183477
39	232159
40	295098
41	376614
42	458749
43	529191
44	525572
45	462340
46	367657
47	293639
48	254150
49	263547
50	298932
51	347418
52	392090
53	418399
54	407877
55	359923
56	290784
57	231721
58	193260
59	188536
60	202145
61	228358
62	253024
63	269717
64	269701
65	247601
66	209889
67	174174
68	147120
69	139353
70	142019
71	156586
72	171116
73	183263
74	185556
75	178272
76	158210
77	139473
78	119908
79	111349
80	108430
81	114692
82	123139
83	131576
84	134591
85	132657
86	122232
87	112675
88	97987
89	89181
90	86503
91	88602
92	92421
93	98416
94	100538
95	101143
96	95833
97	89683
98	80956
99	74921
100	70070
101	70304
102	71955
103	76441
104	77567
105	78404
106	77140
107	73891
108	68408
109	63606
110	59250
111	58583
112	58523
113	60888
114	62443
115	64930
116	63667
117	63125
118	62576
119	57194
120	53319
121	51701
122	50168
123	51427
124	53470
125	56702
126	56294
127	57704
128	59121
129	55999
130	53863
131	57709
132	55021
133	49444
134	47636
135	50080
136	52231
137	63495
138	73931
139	71152
140	65088
141	66550
142	60935
143	51054
144	46256
145	47488
146	50461
147	57364
148	66594
149	79108
150	102818
151	129099
152	125822
153	94431
154	70126
155	63485
156	64812
157	68742
158	74283
159	78846
160	80657
161	81233
162	81252
163	82643
164	86944
165	96936
166	109964
167	121915
168	122685
169	112457
170	98877
171	94713
172	92787
173	96669
174	106622
175	122165
176	136976
177	143188
178	135606
179	121686
180	108338
181	102096
182	100474
183	103769
184	108851
185	118948
186	125379
187	129556
188	126837
189	120418
190	113324
191	108889
192	107719
193	111381
194	115348
195	121551
196	125400
197	126552
198	122905
199	118628
200	114952
201	113042
202	113698
203	116636
204	120855
205	125104
206	126739
207	125033
208	119914
209	113907
210	110615
211	108261
212	109223
213	112512
214	115069
215	117603
216	117273
217	114574
218	110252
219	103915
220	97750
221	96480
222	95223
223	96852
224	98445
225	99434
226	98170
227	95664
228	91647
229	86991
230	82748
231	80277
232	78476
233	78687
234	78134
235	78457
236	77600
237	75054
238	71432
239	68471
240	65304
241	62750
242	60989
243	60346
244	59435
245	59074
246	57623
247	56137
248	53650
249	51403
250	49313
251	47230
252	46587
253	44767
254	44293
255	43438
256	42549
257	41635
258	39889
259	38957
260	37567
261	36110
262	35436
263	34298
264	33666
265	33523
266	32794
267	31747
268	31267
269	30520
270	29491
271	29055
272	27775
273	27572
274	26603
275	26827
276	26184
277	25844
278	25577
279	25296
280	24552
281	24333
282	23529
283	23231
284	22579
285	22345
286	22226
287	22221
288	21976
289	22208
290	21894
291	21703
292	21319
293	20795
294	20417
295	20175
296	20040
297	20093
298	19854
299	20518
300	20621
301	20831
302	20239
303	19637
304	19443
305	19327
306	18941
307	19098
308	19218
309	20184
310	20106
311	20186
312	20196
313	19876
314	19054
315	18920
316	18941
317	18895
318	19512
319	20024
320	20228
321	20794
322	20714
323	20797
324	20123
325	19747
326	19607
327	19847
328	19718
329	20496
330	20938
331	21454
332	21845
333	21627
334	21165
335	21386
336	20770
337	20951
338	20975
339	21517
340	22029
341	22275
