## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK025_centromeric_FLD.pdf HISTOGRAM_WIDTH=1000 INPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_4_bam_markduplicates/atacHAK025/atacHAK025_centromere.bam OUTPUT=/lustre/fs4/risc_lab/scratch/jyeung/for_Hide/ATAC_deep_sequencing_Novogene_10112024/Justin_ATAC_pipeline/atac_5_bam_FLD/atacHAK025_centromeric_insertdata.txt VERBOSITY=ERROR QUIET=true USE_JDK_DEFLATER=true USE_JDK_INFLATER=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Jul 27 15:19:01 EDT 2025

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
255	45	191	23	2000	279.28093	253.467512	944146	FR	113	187	267	331	383	429	915	1689	2537	3013	3401			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
23	67
24	104
25	90
26	148
27	181
28	241
29	193
30	202
31	215
32	321
33	440
34	574
35	857
36	1023
37	1197
38	1658
39	1913
40	2710
41	2906
42	3959
43	4475
44	4768
45	4908
46	3668
47	3359
48	2736
49	3035
50	3270
51	3503
52	4255
53	4644
54	4657
55	4721
56	3674
57	3738
58	2912
59	2986
60	3061
61	3255
62	3406
63	3877
64	4227
65	3995
66	3779
67	2907
68	3017
69	2389
70	2757
71	3119
72	3587
73	3867
74	3706
75	3135
76	3623
77	2763
78	3271
79	2803
80	2654
81	2900
82	2693
83	3679
84	3384
85	3350
86	3063
87	2872
88	2864
89	3237
90	3278
91	2778
92	2663
93	2714
94	2733
95	3683
96	3020
97	3513
98	2416
99	2186
100	2454
101	2422
102	2881
103	3059
104	2479
105	2442
106	2528
107	2300
108	2485
109	2524
110	2037
111	2022
112	2177
113	2105
114	2450
115	2027
116	2261
117	2017
118	2189
119	2270
120	2261
121	1828
122	1819
123	1669
124	1778
125	1709
126	2276
127	2120
128	2010
129	2024
130	1698
131	1991
132	1752
133	1725
134	1681
135	2088
136	1797
137	2196
138	1964
139	1938
140	1735
141	1649
142	1844
143	1518
144	1691
145	1756
146	1817
147	1924
148	1792
149	1722
150	1880
151	2074
152	2543
153	2188
154	2331
155	1532
156	1645
157	1772
158	2132
159	2081
160	2007
161	1590
162	1719
163	1751
164	2350
165	2063
166	2529
167	2087
168	1955
169	1921
170	1898
171	2200
172	1741
173	2250
174	1742
175	2454
176	2666
177	2678
178	2370
179	1824
180	1893
181	2468
182	2303
183	4314
184	2180
185	2576
186	1960
187	1820
188	2154
189	2180
190	2172
191	1823
192	1611
193	1768
194	1580
195	1275
196	1107
197	1226
198	1144
199	1132
200	1320
201	1163
202	1305
203	1078
204	1116
205	1097
206	1308
207	1284
208	1183
209	1189
210	1072
211	1131
212	1335
213	1097
214	1285
215	1093
216	1149
217	1184
218	1135
219	1186
220	1054
221	1123
222	1050
223	1099
224	1085
225	1072
226	1104
227	1115
228	1110
229	1146
230	975
231	1117
232	952
233	979
234	1039
235	996
236	953
237	995
238	1025
239	922
240	917
241	826
242	806
243	812
244	818
245	917
246	1006
247	997
248	927
249	731
250	900
251	775
252	840
253	768
254	817
255	808
256	739
257	989
258	809
259	787
260	792
261	702
262	805
263	937
264	914
265	737
266	693
267	737
268	715
269	895
270	809
271	884
272	693
273	657
274	691
275	760
276	886
277	792
278	683
279	614
280	588
281	655
282	666
283	664
284	513
285	578
286	605
287	589
288	645
289	513
290	635
291	546
292	592
293	659
294	636
295	508
296	458
297	432
298	469
299	434
300	587
301	519
302	597
303	519
304	489
305	579
306	484
307	467
308	501
309	593
310	498
311	544
312	512
313	507
314	504
315	441
316	471
317	440
318	479
319	504
320	495
321	526
322	474
323	465
324	440
325	439
326	533
327	542
328	567
329	413
330	435
331	463
332	539
333	505
334	492
335	410
336	454
337	458
338	514
339	515
340	512
341	502
342	418
343	413
344	450
345	515
346	427
347	545
348	436
349	578
350	581
351	594
352	550
353	481
354	481
355	656
356	744
357	1100
358	582
359	592
360	434
361	464
362	590
363	579
364	583
365	478
366	422
367	432
368	378
369	323
370	309
371	307
372	307
373	327
374	412
375	350
376	403
377	338
378	356
379	373
380	415
381	403
382	383
383	370
384	348
385	406
386	469
387	410
388	464
389	464
390	437
391	488
392	439
393	516
394	451
395	425
396	440
397	464
398	482
399	447
400	466
401	530
402	520
403	504
404	501
405	496
406	415
407	494
408	407
409	503
410	465
411	469
412	488
413	491
414	499
415	402
416	420
417	406
418	414
419	500
420	527
421	528
422	465
423	435
424	499
425	429
426	445
427	439
428	418
429	446
430	479
431	512
432	469
433	469
434	419
435	459
436	483
437	520
438	484
439	432
440	451
441	410
442	430
443	494
444	469
445	537
446	376
447	428
448	474
449	455
450	531
451	468
452	379
453	346
454	433
455	384
456	420
457	408
458	356
459	351
460	363
461	386
462	362
463	364
464	351
465	337
466	394
467	422
468	347
469	359
470	308
471	283
472	325
473	331
474	363
475	357
476	373
477	330
478	340
479	352
480	344
481	334
482	328
483	377
484	344
485	362
486	312
487	313
488	316
489	286
490	329
491	293
492	336
493	307
494	298
495	322
496	291
497	285
498	316
499	280
500	399
501	297
502	362
503	272
504	304
505	316
506	341
507	333
508	331
509	288
510	294
511	320
512	371
513	343
514	374
515	295
516	304
517	321
518	350
519	341
520	271
521	357
522	304
523	397
524	375
525	438
526	355
527	331
528	413
529	488
530	464
531	726
532	386
533	434
534	299
535	325
536	399
537	386
538	355
539	321
540	339
541	296
542	276
543	222
544	228
545	236
546	248
547	225
548	290
549	272
550	284
551	257
552	270
553	266
554	311
555	315
556	306
557	308
558	284
559	278
560	350
561	317
562	370
563	325
564	331
565	357
566	322
567	386
568	307
569	362
570	330
571	331
572	333
573	354
574	352
575	381
576	367
577	387
578	372
579	411
580	362
581	391
582	351
583	381
584	363
585	364
586	408
587	362
588	351
589	328
590	352
591	343
592	361
593	374
594	436
595	417
596	382
597	349
598	418
599	324
600	397
601	320
602	350
603	363
604	390
605	417
606	396
607	388
608	337
609	369
610	420
611	447
612	410
613	370
614	362
615	338
616	384
617	442
618	392
619	428
620	357
621	371
622	376
623	381
624	435
